学校,专业类,预测2024年总分
三亚学院,不限,485.33333333333576
三亚学院,不限选考科目,436.0
三亚学院,不限选考科目(中外合作办学专业),454.0
三亚学院,历史类类,480.0
三亚学院,物理类类,448.0
三峡大学,不限,524.6666666666642
三峡大学,不限选考科目,489.0
三峡大学,历史类类,518.0
三峡大学,物理类,580.1666666666715
三峡大学,物理类(必须选考),513.0
三峡大学,物理类(必须选考)(中外合作办学专业),508.0
三峡大学,物理类类,504.0
三峡大学(中外合作专业),物理类类,471.0
三峡大学科技学院,物理类,491.0
三峡大学科技学院,物理类(必须选考),455.0
三峡大学科技学院,物理类类,429.0
上海中侨职业技术大学,不限,425.0
上海中侨职业技术大学,物理类,425.0
上海中医药大学,物理类,682.25
上海中医药大学,物理类/生物(选考一门即可),578.0
上海中医药大学,物理类/生物(选考一门即可)(中外合作办学专业),552.0
上海中医药大学,物理类类,145.0
上海中医药大学(中外合作专业),物理类类,537.0
上海交通大学,不限,676.666666666667
上海交通大学,历史类类,557.0
上海交通大学,物理类,679.6470588235293
上海交通大学,物理类(必须选考),678.0
上海交通大学,物理类类,656.9999999999991
上海交通大学医学院,物理类,672.5714285714275
上海交通大学医学院,物理类(均须选考),672.0
上海交通大学医学院,物理类类,638.0
上海体育大学,不限,571.0
上海体育大学,物理类,561.0
上海体育学院,不限,616.0
上海体育学院,不限选考科目,531.0
上海体育学院,历史类类,537.0
上海体育学院,物理类,549.0
上海体育学院,物理类类,456.0
上海商学院,不限,527.0
上海商学院,不限选考科目,508.0
上海商学院,物理类,510.0
上海外国语大学,不限,622.8181818181818
上海外国语大学,不限选考科目,633.0
上海外国语大学,历史类类,531.0
上海外国语大学,物理类,633.0
上海外国语大学,物理类(必须选考),629.0
上海外国语大学,物理类类,657.0
上海大学,不限,619.1666666666666
上海大学,不限选考科目,634.0
上海大学,不限选考科目(中外合作办学专业),613.0
上海大学,历史类类,516.0
上海大学,物理类,627.5
上海大学,物理类(必须选考),623.0
上海大学,物理类类,658.0
上海大学(中外合作专业),物理类类,634.0
上海对外经贸大学,不限,568.0
上海对外经贸大学,不限选考科目,561.0
上海对外经贸大学,物理类类,566.0
上海工程技术大学,物理类类,518.0
上海师范大学,不限,585.0
上海师范大学,历史类,578.0
上海师范大学天华学院,不限,461.72727272727207
上海师范大学天华学院,不限选考科目,454.0
上海建桥学院,历史类类,480.0
上海建桥学院,物理类类,423.0
上海戏剧学院,不限,594.0
上海戏剧学院,不限选考科目,558.0
上海戏剧学院,历史类类,573.0
上海戏剧学院,物理类类,575.9999999999995
上海海事大学,不限,566.3333333333358
上海海事大学,不限选考科目,532.0
上海海事大学,物理类类,536.0
上海海洋大学,不限,552.0
上海海洋大学,不限选考科目,531.0
上海海洋大学,物理类,578.5000000000036
上海海洋大学,物理类(必须选考),537.0
上海海洋大学,物理类/生物(选考一门即可),542.0
上海海洋大学,物理类类,519.0
上海理工大学,不限,585.3571428571413
上海理工大学,不限选考科目,574.0
上海理工大学,不限选考科目(中外合作办学专业),565.0
上海理工大学,物理类,590.2142857142862
上海理工大学,物理类(必须选考),572.0
上海理工大学,物理类(必须选考)(中外合作办学专业),570.0
上海理工大学,物理类/生物(选考一门即可),573.0
上海理工大学,物理类类,587.0
上海理工大学(中外合作专业),物理类类,546.9999999999991
上海电力大学,不限,535.0
上海电力大学,不限选考科目,537.0
上海电力大学,历史类类,543.0
上海电力大学,物理类,593.6666666666679
上海电力大学,物理类(必须选考),554.0
上海电力大学,物理类类,545.0
上海立信会计金融学院,不限,540.6666666666679
上海立信会计金融学院,不限选考科目,532.0
上海立信会计金融学院,历史类类,556.0
上海立信会计金融学院,物理类,534.3333333333321
上海立信会计金融学院,物理类(选考一门即可),531.0
上海立信会计金融学院,物理类类,536.0
上海立达学院,不限,471.0
上海立达学院,物理类,448.0
上海财经大学,不限,641.0
上海财经大学,不限选考科目,641.0
上海财经大学,历史类类,530.0
上海财经大学,物理类,642.3333333333334
上海财经大学,物理类(必须选考),648.0
上海财经大学,物理类类,653.0
上海音乐学院,不限,589.3333333333321
上海音乐学院,不限选考科目,550.0
上海音乐学院,物理类类,589.0
上饶师范学院,不限,508.66666666666424
上饶师范学院,不限选考科目,474.0
上饶师范学院,历史类类,496.0
上饶师范学院,物理类,469.0
上饶师范学院,物理类(必须选考),467.0
上饶师范学院,物理类类,462.0
东北农业大学,不限,591.0
东北农业大学,不限选考科目,557.0
东北农业大学,物理类,581.6666666666679
东北农业大学,物理类(必须选考),554.0
东北农业大学,物理类/生物(选考一门即可),556.0
东北农业大学,物理类类,597.0
东北大学,不限,609.3333333333335
东北大学,不限选考科目,608.0
东北大学,历史类,625.0
东北大学,历史类类,533.0
东北大学,政治/历史类(选考一门即可),608.0
东北大学,物理类,632.1666666666661
东北大学,物理类(必须选考),619.0
东北大学,物理类/历史类/地理(选考一门即可),611.0
东北大学,物理类/生物(选考一门即可),612.0
东北大学,物理类类,635.0
东北大学,物理类／历史类,614.666666666667
东北大学秦皇岛分校,不限,597.6666666666661
东北大学秦皇岛分校,不限选考科目,584.0
东北大学秦皇岛分校,历史类类,554.0
东北大学秦皇岛分校,物理类,628.5
东北大学秦皇岛分校,物理类(必须选考),592.0
东北大学秦皇岛分校,物理类类,617.0
东北师范大学,不限,614.8333333333321
东北师范大学,不限选考科目,574.0
东北师范大学,不限选考科目(中外合作办学专业),558.0
东北师范大学,历史类,595.0
东北师范大学,历史类(必须选考),608.0
东北师范大学,历史类类,370.00000000001455
东北师范大学,政治+历史类(均须选考),594.0
东北师范大学,物理类,598.2333333333336
东北师范大学,物理类(均须选考)(中外合作办学专业),564.0
东北师范大学,物理类(必须选考),579.0
东北师范大学,物理类/历史类/地理(选考一门即可),603.0
东北师范大学,物理类类,589.0
东北师范大学(中外合作专业),历史类类,589.0
东北师范大学(中外合作专业),物理类类,580.0
东北师范大学人文学院,不限选考科目,468.0
东北师范大学人文学院,历史类类,480.0
东北林业大学,历史类类,479.0
东北林业大学,物理类,585.1666666666679
东北林业大学,物理类(必须选考),559.0
东北林业大学,物理类/生物(选考一门即可),560.0
东北林业大学,物理类类,622.0
东北电力大学,不限,521.6666666666679
东北电力大学,不限选考科目,478.0
东北电力大学,历史类类,493.0
东北电力大学,物理类,598.0
东北电力大学,物理类(必须选考),574.0
东北电力大学,物理类类,562.0
东北石油大学,物理类,502.16666666666424
东北石油大学,物理类(均须选考),490.0
东北石油大学,物理类(必须选考),474.0
东北石油大学,物理类类,118.0
东北财经大学,不限,586.333333333333
东北财经大学,不限选考科目,603.0
东北财经大学,历史类类,577.0
东北财经大学,物理类类,678.0
东华大学,不限,614.3333333333339
东华大学,不限选考科目,602.0
东华大学,物理类,612.3333333333339
东华大学,物理类(必须选考),599.0
东华大学,物理类(选考一门即可),594.0
东华大学,物理类类,608.0
东华理工大学,不限,487.66666666666697
东华理工大学,不限选考科目,493.0
东华理工大学,历史类类,499.0
东华理工大学,物理类,502.0
东华理工大学,物理类/生物(选考一门即可),473.0
东华理工大学,物理类类,467.0
东华理工大学长江学院,不限选考科目,452.0
东华理工大学长江学院,历史类类,480.0
东南大学,不限,647.0
东南大学,不限选考科目,638.0
东南大学,历史类类,526.0
东南大学,物理类,650.333333333333
东南大学,物理类(必须选考),639.0
东南大学,物理类/历史类/地理(选考一门即可),656.0
东南大学,物理类类,636.9999999999995
东南大学,物理类／历史类,645.0
中北大学,不限,509.0
中北大学,不限选考科目,498.0
中北大学,化学(必须选考),517.0
中北大学,历史类类,526.0
中北大学,物理类,543.8181818181838
中北大学,物理类(必须选考),508.0
中北大学,物理类(选考一门即可),515.0
中北大学,物理类/生物(选考一门即可),504.0
中北大学,物理类类,504.0
中北大学信息商务学院,不限选考科目,445.0
中北大学信息商务学院,历史类类,480.0
中北大学信息商务学院,物理类(必须选考),442.0
中北大学信息商务学院,物理类类,431.0
中华女子学院,不限,519.3333333333339
中华女子学院,不限选考科目,510.0
中华女子学院,历史类类,325.0
中华女子学院,物理类,531.6666666666679
中华女子学院,物理类(必须选考),505.0
中华女子学院,物理类类,495.0
中南大学,不限,634.0
中南大学,不限选考科目,624.0
中南大学,化学+生物(均须选考),637.0
中南大学,历史类类,526.0
中南大学,物理类,620.7777777777778
中南大学,物理类(均须选考),623.0
中南大学,物理类(必须选考),622.0
中南大学,物理类类,631.0
中南林业科技大学,不限,518.6666666666679
中南林业科技大学,不限选考科目,493.0
中南林业科技大学,历史类类,521.0
中南林业科技大学,物理类,512.636363636364
中南林业科技大学,物理类/生物(选考一门即可),492.0
中南林业科技大学,物理类类,495.0
中南民族大学,不限,535.0
中南民族大学,不限选考科目,524.0
中南民族大学,化学,539.3333333333358
中南民族大学,历史类类,538.0
中南民族大学,物理类,525.0
中南民族大学,物理类(选考一门即可),502.0
中南民族大学,物理类类,491.0
中南财经政法大学,不限,618.3333333333335
中南财经政法大学,不限选考科目,622.0
中南财经政法大学,历史类类,533.9999999999964
中南财经政法大学,物理类,608.0
中南财经政法大学,物理类类,625.9999999999998
中原工学院,不限,436.0
中原工学院,不限选考科目(中外合作办学专业),461.0
中原工学院,历史类类,493.0
中原工学院,物理类,487.66666666666424
中原工学院,物理类(选考一门即可)(中外合作办学专业),467.0
中原工学院,物理类类,457.0
中国人民公安大学,不限,627.6666666666661
中国人民公安大学,不限选考科目,611.0
中国人民大学,不限,672.6666666666665
中国人民大学,不限选考科目,671.0
中国人民大学,历史类类,581.0
中国人民大学,物理类,680.0
中国人民大学,物理类(必须选考),675.0
中国人民大学,物理类/历史类(选考一门即可),673.0
中国人民大学,物理类类,656.0
中国人民大学,物理类／历史类,671.0
中国人民大学(苏州校区),不限,657.0
中国人民大学(苏州校区),不限选考科目(中外合作办学专业),639.0
中国人民大学(苏州校区),历史类类,531.0
中国人民大学(苏州校区),物理类,662.3333333333339
中国人民大学(苏州校区),物理类(必须选考)(中外合作办学专业),645.0
中国人民大学(苏州校区),物理类类,648.0
中国人民警察大学,不限,539.3333333333321
中国人民警察大学,物理类,540.5
中国人民警察大学,物理类(必须选考),492.0
中国人民警察大学,物理类(选考一门即可),473.0
中国人民警察大学（女）,物理类类,586.0
中国人民警察大学（男）,物理类类,462.0
中国传媒大学,不限,625.6666666666666
中国传媒大学,不限选考科目,631.0
中国传媒大学,不限选考科目(中外合作办学专业),628.0
中国传媒大学,历史类类,541.0
中国传媒大学,物理类,598.7857142857156
中国传媒大学,物理类(必须选考),624.0
中国传媒大学,物理类类,627.9999999999998
中国传媒大学(中外合作专业),历史类类,520.0
中国传媒大学(中外合作专业),物理类类,599.0
中国传媒大学南广学院,历史类类,538.0
中国传媒大学南广学院,物理类类,478.0
中国农业大学,不限,627.3333333333339
中国农业大学,不限选考科目,632.0
中国农业大学,不限选考科目(中外合作办学专业),606.0
中国农业大学,化学,639.545454545454
中国农业大学,化学(必须选考),630.0
中国农业大学,历史类类,532.0
中国农业大学,物理类,635.333333333333
中国农业大学,物理类(必须选考),628.0
中国农业大学,物理类(选考一门即可),627.0
中国农业大学,物理类/生物(选考一门即可),636.0
中国农业大学,物理类类,627.9999999999998
中国农业大学(中外合作专业),历史类类,512.0
中国农业大学(中外合作专业),物理类类,622.0
中国劳动关系学院,不限,530.6666666666679
中国劳动关系学院,不限选考科目,506.0
中国劳动关系学院,历史类,534.6666666666679
中国劳动关系学院,历史类+地理(均须选考),521.0
中国劳动关系学院,历史类类,535.0
中国劳动关系学院,物理类,517.3333333333321
中国劳动关系学院,物理类(均须选考),506.0
中国劳动关系学院,物理类(必须选考),502.0
中国劳动关系学院,物理类类,498.0
中国医科大学,化学,584.6666666666642
中国医科大学,化学(必须选考)(中外合作办学专业),538.0
中国医科大学,化学+生物(均须选考),604.0
中国医科大学,物理类,605.0
中国医科大学,物理类类,819.0
中国医科大学(中外合作专业),物理类类,531.0
中国地质大学(北京),不限,610.0
中国地质大学(北京),不限选考科目,604.0
中国地质大学(北京),化学(必须选考),586.0
中国地质大学(北京),历史类类,532.9999999999964
中国地质大学(北京),物理类,599.8333333333339
中国地质大学(北京),物理类(均须选考),588.0
中国地质大学(北京),物理类(必须选考),595.0
中国地质大学(北京),物理类(选考一门即可),591.0
中国地质大学(北京),物理类+生物(均须选考),599.0
中国地质大学(北京),物理类/生物(选考一门即可),597.0
中国地质大学(北京),物理类类,589.9999999999995
中国地质大学(北京),物理类＋地理,629.0
中国地质大学(武汉),不限,595.0
中国地质大学(武汉),不限选考科目,581.0
中国地质大学(武汉),化学,547.0
中国地质大学(武汉),化学(必须选考),577.0
中国地质大学(武汉),历史类类,518.0
中国地质大学(武汉),物理类,593.5
中国地质大学(武汉),物理类(必须选考),579.0
中国地质大学(武汉),物理类(必须选考)(中外合作办学专业),578.0
中国地质大学(武汉),物理类(选考一门即可),576.0
中国地质大学(武汉),物理类(选考一门即可)(中外合作办学专业),566.0
中国地质大学(武汉),物理类类,605.0
中国地质大学(武汉)(中外合作专业),物理类类,602.0
中国戏曲学院,不限,542.125
中国戏曲学院,不限选考科目,535.0
中国戏曲学院,历史类类,502.99999999999636
中国政法大学,不限,660.1818181818162
中国政法大学,不限选考科目,636.0
中国政法大学,历史类类,543.0
中国政法大学,物理类类,643.0
中国民用航空飞行学院,不限,525.5
中国民用航空飞行学院,不限选考科目,480.0
中国民用航空飞行学院,物理类,525.1428571428623
中国民用航空飞行学院,物理类(必须选考),490.5
中国民用航空飞行学院,物理类(选考一门即可),508.0
中国民用航空飞行学院,物理类/生物(选考一门即可),505.0
中国民用航空飞行学院,物理类类,504.0
中国民航大学,不限,568.6666666666679
中国民航大学,不限选考科目,547.0
中国民航大学,历史类类,568.0
中国民航大学,思想政治,576.0
中国民航大学,物理类,578.1282051282033
中国民航大学,物理类(必须选考),548.5
中国民航大学,物理类(选考一门即可),547.0
中国民航大学,物理类/生物(选考一门即可),546.0
中国民航大学,物理类类,544.0
中国海洋大学,不限,625.1666666666661
中国海洋大学,不限选考科目,619.0
中国海洋大学,不限选考科目(中外合作办学专业),613.0
中国海洋大学,化学,618.666666666667
中国海洋大学,化学/生物(选考一门即可),612.0
中国海洋大学,历史类类,521.0
中国海洋大学,物理类,629.6951219512193
中国海洋大学,物理类(必须选考),617.0
中国海洋大学,物理类(必须选考)(中外合作办学专业),596.0
中国海洋大学,物理类/生物(选考一门即可),619.0
中国海洋大学,物理类/生物(选考一门即可)(中外合作办学专业),592.0
中国海洋大学,物理类类,644.0
中国海洋大学(中外合作专业),历史类类,521.0
中国海洋大学(中外合作专业),物理类类,577.0
中国石油大学(北京),不限,608.3333333333339
中国石油大学(北京),不限选考科目,598.0
中国石油大学(北京),历史类类,529.9999999999964
中国石油大学(北京),思想政治,612.0
中国石油大学(北京),政治(必须选考),597.0
中国石油大学(北京),物理类,603.2222222222226
中国石油大学(北京),物理类(必须选考),588.0
中国石油大学(北京),物理类(选考一门即可),581.0
中国石油大学(北京),物理类/生物(选考一门即可),581.0
中国石油大学(北京),物理类类,609.0
中国石油大学(北京)克拉玛依校区,不限,578.0
中国石油大学(北京)克拉玛依校区,不限选考科目,522.0
中国石油大学(北京)克拉玛依校区,历史类类,168.0
中国石油大学(北京)克拉玛依校区,物理类,573.3333333333358
中国石油大学(北京)克拉玛依校区,物理类(选考一门即可),526.0
中国石油大学(北京)克拉玛依校区,物理类类,382.0
中国石油大学(华东),化学(必须选考),568.0
中国石油大学(华东),历史类类,510.0
中国石油大学(华东),物理类,595.6666666666679
中国石油大学(华东),物理类(均须选考),567.0
中国石油大学(华东),物理类(必须选考),572.0
中国石油大学(华东),物理类(选考一门即可),572.0
中国石油大学(华东),物理类/历史类(选考一门即可),578.0
中国石油大学(华东),物理类类,607.0
中国石油大学(华东),物理类／历史类,611.6666666666679
中国石油大学胜利学院,不限选考科目,463.0
中国石油大学胜利学院,历史类类,480.0
中国石油大学胜利学院,物理类(必须选考),465.0
中国石油大学胜利学院,物理类类,448.0
中国矿业大学,不限,591.3333333333321
中国矿业大学,不限选考科目,558.0
中国矿业大学,历史类类,492.99999999999636
中国矿业大学,物理类,589.1666666666679
中国矿业大学,物理类(必须选考),572.0
中国矿业大学,物理类(必须选考)(中外合作办学专业),563.0
中国矿业大学,物理类类,587.0
中国矿业大学(中外合作专业),物理类类,564.0
中国矿业大学(北京),不限,601.6666666666661
中国矿业大学(北京),不限选考科目,597.0
中国矿业大学(北京),历史类类,521.0
中国矿业大学(北京),物理类,597.3333333333339
中国矿业大学(北京),物理类(必须选考),589.0
中国矿业大学(北京),物理类(选考一门即可),586.0
中国矿业大学(北京),物理类/历史类/地理(选考一门即可),597.0
中国矿业大学(北京),物理类/地理(选考一门即可),587.0
中国矿业大学(北京),物理类/生物(选考一门即可),581.0
中国矿业大学(北京),物理类类,612.0
中国社会科学院大学,不限,639.6666666666665
中国社会科学院大学,不限选考科目,639.0
中国社会科学院大学,历史类,652.666666666667
中国社会科学院大学,历史类/地理(选考一门即可),648.0
中国社会科学院大学,历史类类,535.0
中国社会科学院大学,物理类类,643.0
中国科学技术大学,物理类,675.666666666667
中国科学技术大学,物理类(必须选考),671.0
中国科学技术大学,物理类类,655.0
中国科学院大学,物理类,679.25
中国科学院大学,物理类(必须选考),678.0
中国科学院大学,物理类(选考一门即可),677.0
中国科学院大学,物理类/生物(选考一门即可),679.0
中国科学院大学,物理类类,653.9999999999991
中国美术学院,不限,611.0
中国药科大学,历史类类,531.0
中国药科大学,物理类,618.3846153846134
中国药科大学,物理类(选考一门即可),601.0
中国药科大学,物理类/生物(选考一门即可),578.0
中国药科大学,物理类类,604.0
中国计量大学,不限,513.0
中国计量大学,化学,501.0
中国计量大学,化学(必须选考),525.0
中国计量大学,历史类类,538.0
中国计量大学,物理类,573.5454545454559
中国计量大学,物理类(必须选考),524.0
中国计量大学,物理类类,520.0
中央戏剧学院,不限,604.0
中央民族大学,不限,620.3333333333334
中央民族大学,不限选考科目,626.0
中央民族大学,历史类,630.333333333333
中央民族大学,历史类(必须选考),627.0
中央民族大学,历史类类,523.0
中央民族大学,物理类,613.8695652173913
中央民族大学,物理类(必须选考),624.0
中央民族大学,物理类/生物(选考一门即可),625.0
中央民族大学,物理类/生物(选考一门即可)(中外合作办学专业),609.0
中央民族大学,物理类类,635.0
中央民族大学(中外合作专业),物理类类,609.0
中央美术学院,不限,617.0
中央财经大学,不限,639.6666666666665
中央财经大学,不限选考科目,643.0
中央财经大学,不限选考科目(中外合作办学专业),636.0
中央财经大学,历史类类,534.0
中央财经大学,物理类,639.666666666667
中央财经大学,物理类(必须选考),648.0
中央财经大学,物理类类,656.0
中央财经大学(中外合作专业),物理类类,637.9999999999998
中山大学,不限,647.0
中山大学,不限选考科目,645.0
中山大学,历史类,647.0
中山大学,历史类(必须选考),648.0
中山大学,历史类类,527.0
中山大学,物理类,646.8333333333335
中山大学,物理类(均须选考),648.0
中山大学,物理类(必须选考),639.0
中山大学,物理类(选考一门即可),642.0
中山大学,物理类类,651.0
丽江文化旅游学院,不限,472.33333333333576
九江学院,不限,495.66666666666424
九江学院,不限选考科目,468.0
九江学院,历史类类,496.0
九江学院,物理类类,462.0
云南农业大学,物理类,549.6666666666642
云南农业大学,物理类/生物(选考一门即可),482.0
云南农业大学,物理类类,476.0
云南大学,化学+生物(均须选考),576.0
云南大学,历史类,598.636363636364
云南大学,历史类类,551.0
云南大学,政治/历史类(选考一门即可),579.0
云南大学,物理类,593.4285714285706
云南大学,物理类类,580.0
云南大学旅游文化学院,不限选考科目,437.0
云南大学旅游文化学院,历史类类,480.0
云南大学旅游文化学院,物理类类,432.0
云南师范大学,不限,508.0
云南师范大学,不限选考科目,502.0
云南师范大学,历史类,568.0
云南师范大学,历史类类,532.0
云南师范大学,物理类类,499.0
云南财经大学,不限,513.6666666666679
云南财经大学,不限选考科目,506.0
云南财经大学,历史类类,522.0
云南财经大学,物理类类,497.0
井冈山大学,不限,497.0
井冈山大学,不限选考科目,472.0
井冈山大学,化学+生物(均须选考),482.0
井冈山大学,历史类类,494.0
井冈山大学,物理类,512.3333333333358
井冈山大学,物理类(必须选考),469.0
井冈山大学,物理类类,462.0
佳木斯大学,化学+生物(均须选考),492.0
佳木斯大学,物理类,551.0
佳木斯大学,物理类类,459.0
保定理工学院,不限,479.6666666666679
保定理工学院,不限选考科目,460.0
保定理工学院,历史类类,480.0
保定理工学院,物理类,465.36363636363603
保定理工学院,物理类/地理(选考一门即可),458.0
保定理工学院,物理类类,424.0
兰州交通大学,不限,501.0
兰州交通大学,物理类,551.0
兰州交通大学,物理类(必须选考),504.0
兰州交通大学,物理类类,501.0
兰州大学,不限,610.6666666666665
兰州大学,不限选考科目,611.0
兰州大学,化学,623.0
兰州大学,化学(必须选考),610.0
兰州大学,化学+生物(均须选考),617.0
兰州大学,历史类,623.666666666667
兰州大学,历史类/地理(选考一门即可),622.0
兰州大学,历史类类,526.0
兰州大学,物理类,624.3846153846152
兰州大学,物理类(必须选考),613.0
兰州大学,物理类/生物(选考一门即可),612.0
兰州大学,物理类/生物/地理(选考一门即可),614.0
兰州大学,物理类类,616.0
兰州理工大学,不限,518.6666666666642
兰州理工大学,不限选考科目,488.0
兰州理工大学,历史类类,503.0
兰州理工大学,物理类,520.0
兰州理工大学,物理类(必须选考),502.0
兰州理工大学,物理类类,494.0
兰州财经大学,不限,510.0
兰州财经大学,不限选考科目,474.0
兰州财经大学,历史类类,501.0
兰州财经大学,物理类,449.0
兰州财经大学,物理类(必须选考),474.0
兰州财经大学,物理类类,469.0
内蒙古农业大学,不限,494.3333333333321
内蒙古农业大学,不限选考科目,479.0
内蒙古农业大学,历史类类,496.0
内蒙古农业大学,物理类,444.0
内蒙古农业大学,物理类/生物(选考一门即可),476.0
内蒙古农业大学,物理类类,467.0
内蒙古大学,不限,584.6666666666679
内蒙古大学,不限选考科目,536.0
内蒙古大学,化学,587.6666666666642
内蒙古大学,化学(必须选考),560.0
内蒙古大学,化学+生物(均须选考),559.0
内蒙古大学,历史类,593.3333333333321
内蒙古大学,历史类+地理(均须选考),575.0
内蒙古大学,历史类类,518.0
内蒙古大学,历史类＋地理,579.0
内蒙古大学,思想政治,574.6666666666661
内蒙古大学,政治/历史类(选考一门即可),561.0
内蒙古大学,物理类,590.4705882352937
内蒙古大学,物理类(必须选考),552.0
内蒙古大学,物理类类,610.0
内蒙古科技大学,不限,443.0
内蒙古科技大学,不限选考科目,473.0
内蒙古科技大学,历史类,466.0
内蒙古科技大学,历史类类,497.0
内蒙古科技大学,思想政治,505.0
内蒙古科技大学,物理类,509.66666666666424
内蒙古科技大学,物理类类,466.0
内蒙古科技大学,物理类／历史类,487.0
内蒙古艺术学院,不限,493.0
内蒙古艺术学院,不限选考科目,446.0
内蒙古艺术学院,历史类类,491.0
北京中医药大学,不限,601.3333333333321
北京中医药大学,不限选考科目,598.0
北京中医药大学,历史类类,316.0
北京中医药大学,物理类,580.1666666666679
北京中医药大学,物理类/生物(选考一门即可),559.5
北京中医药大学,物理类类,346.00000000001455
北京中医药大学东方学院,不限,482.3333333333321
北京中医药大学东方学院,不限选考科目,483.0
北京中医药大学东方学院,历史类类,505.0
北京中医药大学东方学院,物理类,502.75
北京中医药大学东方学院,物理类/生物(选考一门即可),479.0
北京中医药大学东方学院,物理类类,473.0
北京交通大学,不限,632.0
北京交通大学,不限选考科目,633.0
北京交通大学,历史类类,538.0
北京交通大学,物理类,637.7142857142844
北京交通大学,物理类(必须选考),634.0
北京交通大学,物理类(必须选考)(中外合作办学专业),617.0
北京交通大学,物理类(选考一门即可),635.0
北京交通大学,物理类(选考一门即可)(中外合作办学专业),624.0
北京交通大学,物理类类,647.0
北京交通大学(中外合作专业),物理类类,643.0
北京交通大学(威海校区),不限,617.6666666666679
北京交通大学(威海校区),不限选考科目(中外合作办学专业),577.0
北京交通大学(威海校区),历史类类,524.0
北京交通大学(威海校区),物理类,618.6666666666679
北京交通大学(威海校区),物理类(必须选考)(中外合作办学专业),586.0
北京交通大学(威海校区),物理类(选考一门即可)(中外合作办学专业),580.0
北京交通大学(威海校区),物理类类,614.0
北京交通大学海滨学院,不限选考科目,465.0
北京交通大学海滨学院,物理类(必须选考),459.0
北京交通大学海滨学院,物理类类,454.0
北京体育大学,不限,494.0
北京体育大学,历史类,594.0
北京体育大学,思想政治,596.3333333333321
北京体育大学,物理类,596.5555555555547
北京信息科技大学,不限,532.0
北京信息科技大学,不限选考科目,522.0
北京信息科技大学,历史类类,546.0
北京信息科技大学,物理类,540.3333333333358
北京信息科技大学,物理类(必须选考),511.5
北京信息科技大学,物理类/生物(选考一门即可),520.0
北京信息科技大学,物理类类,412.0
北京农学院,不限,496.33333333333576
北京农学院,不限选考科目,484.0
北京农学院,不限选考科目(中外合作办学专业),476.0
北京农学院,化学(必须选考),484.0
北京农学院,化学/生物(选考一门即可)(中外合作办学专业),464.0
北京农学院,历史类类,519.0
北京农学院,物理类,499.74137931034784
北京农学院,物理类(必须选考),488.0
北京农学院,物理类类,214.0
北京农学院,生物(必须选考),476.0
北京农学院(中外合作专业),历史类类,509.0
北京农学院(中外合作专业),物理类类,462.0
北京化工大学,不限,613.0
北京化工大学,不限选考科目,615.0
北京化工大学,历史类类,530.9999999999964
北京化工大学,物理类,606.6666666666661
北京化工大学,物理类(均须选考),609.0
北京化工大学,物理类(均须选考)(中外合作办学专业),581.0
北京化工大学,物理类(必须选考),614.0
北京化工大学,物理类(选考一门即可),613.0
北京化工大学,物理类/生物(选考一门即可),613.0
北京化工大学,物理类/生物(选考一门即可)(中外合作办学专业),584.0
北京化工大学,物理类类,641.0
北京化工大学(中外合作专业),物理类类,595.0
北京协和医学院,不限,579.3333333333321
北京协和医学院,物理类/生物(选考一门即可),547.0
北京协和医学院,物理类类,545.9999999999995
北京印刷学院,不限,515.6666666666661
北京印刷学院,不限选考科目,509.0
北京印刷学院,化学,511.33333333333394
北京印刷学院,化学(必须选考),507.0
北京印刷学院,历史类类,330.0
北京印刷学院,物理类,509.1666666666679
北京印刷学院,物理类(必须选考),501.0
北京印刷学院,物理类(选考一门即可),502.0
北京印刷学院,物理类类,334.0
北京吉利学院,历史类类,480.0
北京吉利学院,物理类类,426.0
北京城市学院,不限,478.3636363636324
北京城市学院,不限选考科目,442.0
北京城市学院,历史类,499.66666666666424
北京城市学院,历史类/地理(选考一门即可),457.0
北京城市学院,历史类类,480.0
北京城市学院,物理类,482.41176470588107
北京城市学院,物理类(必须选考),442.0
北京城市学院,物理类/历史类/地理(选考一门即可),450.0
北京城市学院,物理类/生物(选考一门即可),452.0
北京城市学院,物理类类,433.0
北京城市学院,物理类／历史类,472.0
北京外国语大学,不限,629.6999999999999
北京外国语大学,不限选考科目,639.0
北京外国语大学,不限选考科目(中外合作办学专业),632.0
北京外国语大学,历史类,653.0
北京外国语大学,历史类(必须选考),640.0
北京外国语大学,历史类类,521.0
北京外国语大学,思想政治,631.0
北京外国语大学,政治(必须选考),639.0
北京外国语大学,物理类(必须选考),635.0
北京外国语大学,物理类/历史类/地理(选考一门即可),639.0
北京外国语大学,物理类类,650.0
北京外国语大学(中外合作专业),历史类类,526.0
北京外国语大学(中外合作专业),物理类类,672.0
北京大学,不限,692.666666666667
北京大学,不限选考科目,684.0
北京大学,历史类类,595.0
北京大学,物理类,690.0
北京大学,物理类(必须选考),690.0
北京大学,物理类(选考一门即可),683.0
北京大学,物理类类,650.0
北京大学医学部,不限,661.5
北京大学医学部,化学+生物(均须选考),667.0
北京大学医学部,物理类,666.8529411764706
北京大学医学部,物理类(均须选考),665.0
北京大学医学部,物理类类,661.9999999999998
北京工业大学,不限,599.3333333333339
北京工业大学,不限选考科目,599.0
北京工业大学,不限选考科目(中外合作办学专业),587.0
北京工业大学,化学/生物(选考一门即可),593.0
北京工业大学,历史类类,516.9999999999964
北京工业大学,物理类,599.0
北京工业大学,物理类(必须选考),592.0
